epoch,lr-Adam,step,train_edge_loss,train_loss,train_node_loss,val_loss
5,,32,0.11763393878936768,1.13843834400177,1.0208044052124023,
,9.939057285945934e-05,33,,,,
5,,33,0.12422394752502441,1.1383469104766846,1.0141229629516602,
,9.939057285945934e-05,34,,,,
5,,34,0.1113971546292305,1.1220513582229614,1.0106542110443115,
,9.939057285945934e-05,35,,,,
5,,35,0.10853683203458786,1.106555700302124,0.9980188608169556,
5,,35,,,,1.0892399549484253
,9.912321891107012e-05,36,,,,
6,,36,0.10472196340560913,1.105407953262329,1.0006859302520752,
,9.912321891107012e-05,37,,,,
6,,37,0.10199529677629471,1.0979828834533691,0.9959875345230103,
,9.912321891107012e-05,38,,,,
6,,38,0.11083351820707321,1.0935132503509521,0.9826797246932983,
,9.912321891107012e-05,39,,,,
6,,39,0.09701559692621231,1.0786139965057373,0.981598436832428,
,9.912321891107012e-05,40,,,,
6,,40,0.09843506664037704,1.0822174549102783,0.9837824106216431,
,9.912321891107012e-05,41,,,,
6,,41,0.09106772392988205,1.0632678270339966,0.9722001552581787,
6,,41,,,,1.0471396446228027
,9.880787971596802e-05,42,,,,
7,,42,0.09058034420013428,1.056969404220581,0.966389000415802,
,9.880787971596802e-05,43,,,,
7,,43,0.08861755579710007,1.053320050239563,0.9647025465965271,
,9.880787971596802e-05,44,,,,
7,,44,0.10044238716363907,1.0635524988174438,0.9631101489067078,
,9.880787971596802e-05,45,,,,
7,,45,0.08611231297254562,1.0437862873077393,0.957673966884613,
,9.880787971596802e-05,46,,,,
7,,46,0.08591470122337341,1.0389211177825928,0.953006386756897,
,9.880787971596802e-05,47,,,,
7,,47,0.0843980684876442,1.0400446653366089,0.9556465744972229,
7,,47,,,,1.0181585550308228
,9.844486647586726e-05,48,,,,
8,,48,0.08151724189519882,1.026383876800537,0.9448666572570801,
,9.844486647586726e-05,49,,,,
8,,49,0.09376735985279083,1.034820556640625,0.9410531520843506,
,9.844486647586726e-05,50,,,,
8,,50,0.08215104043483734,1.0234878063201904,0.9413368105888367,
,9.844486647586726e-05,51,,,,
8,,51,0.0777783989906311,1.0168976783752441,0.939119279384613,
,9.844486647586726e-05,52,,,,
8,,52,0.07770408689975739,1.0114346742630005,0.9337305426597595,
,9.844486647586726e-05,53,,,,
8,,53,0.07643472403287888,1.0128693580627441,0.9364346265792847,
8,,53,,,,0.9957875609397888
,9.80345374410087e-05,54,,,,
9,,54,0.07740709185600281,1.0064023733139038,0.9289953112602234,
,9.80345374410087e-05,55,,,,
9,,55,0.07573806494474411,1.0064051151275635,0.9306671023368835,
,9.80345374410087e-05,56,,,,
9,,56,0.08600404858589172,1.014636516571045,0.9286324977874756,
,9.80345374410087e-05,57,,,,
9,,57,0.0729382112622261,0.9957864284515381,0.9228482246398926,
,9.80345374410087e-05,58,,,,
9,,58,0.07213222980499268,1.0004606246948242,0.9283283948898315,
,9.80345374410087e-05,59,,,,
9,,59,0.0694105252623558,0.9902411103248596,0.9208306074142456,
9,,59,,,,0.9790672659873962
,9.757729755661012e-05,60,,,,
10,,60,0.07008609175682068,0.9872144460678101,0.9171283841133118,
,9.757729755661012e-05,61,,,,
10,,61,0.06945468485355377,0.983795166015625,0.9143404960632324,
,9.757729755661012e-05,62,,,,
10,,62,0.06958702951669693,0.9808462262153625,0.9112591743469238,
,9.757729755661012e-05,63,,,,
10,,63,0.08035922795534134,0.9966428875923157,0.9162836670875549,
,9.757729755661012e-05,64,,,,
10,,64,0.06902921944856644,0.9763546586036682,0.9073254466056824,
,9.757729755661012e-05,65,,,,
10,,65,0.06817317754030228,0.9788059592247009,0.9106327891349792,
10,,65,,,,0.964962899684906
,9.707359806323419e-05,66,,,,
11,,66,0.07943888008594513,0.9875237345695496,0.9080848693847656,
,9.707359806323419e-05,67,,,,
11,,67,0.06618905067443848,0.970280647277832,0.9040915966033936,
,9.707359806323419e-05,68,,,,
11,,68,0.0652560442686081,0.9682099223136902,0.9029538631439209,
,9.707359806323419e-05,69,,,,
11,,69,0.0664309412240982,0.9678912162780762,0.9014602899551392,
,9.707359806323419e-05,70,,,,
11,,70,0.064976766705513,0.9648515582084656,0.8998748064041138,
,9.707359806323419e-05,71,,,,
11,,71,0.06307879835367203,0.9642764925956726,0.9011976718902588,
11,,71,,,,0.9535675048828125
,9.652393605146847e-05,72,,,,
12,,72,0.06338667124509811,0.9639383554458618,0.9005516767501831,
,9.652393605146847e-05,73,,,,
12,,73,0.06492049247026443,0.9638096690177917,0.8988891839981079,
,9.652393605146847e-05,74,,,,
12,,74,0.06274107098579407,0.9576374292373657,0.894896388053894,
,9.652393605146847e-05,75,,,,
12,,75,0.06177520751953125,0.9570976495742798,0.8953224420547485,
,9.652393605146847e-05,76,,,,
12,,76,0.07333233952522278,0.9661387205123901,0.8928064107894897,
,9.652393605146847e-05,77,,,,
12,,77,0.061863794922828674,0.9541396498680115,0.892275869846344,
12,,77,,,,0.9419049620628357
,9.592885397135708e-05,78,,,,
13,,78,0.06169647350907326,0.9518048167228699,0.8901083469390869,
,9.592885397135708e-05,79,,,,
13,,79,0.05936453863978386,0.9442813396453857,0.8849167823791504,
,9.592885397135708e-05,80,,,,
13,,80,0.05852692201733589,0.9469355940818787,0.8884086608886719,
,9.592885397135708e-05,81,,,,
13,,81,0.060458723455667496,0.9456242918968201,0.8851655721664429,
,9.592885397135708e-05,82,,,,
13,,82,0.07240492850542068,0.9561740756034851,0.883769154548645,
,9.592885397135708e-05,83,,,,
13,,83,0.06059994548559189,0.9414239525794983,0.8808240294456482,
13,,83,,,,0.9330220222473145
,9.5288939097068e-05,84,,,,
14,,84,0.06007259339094162,0.9413982033729553,0.8813256025314331,
,9.5288939097068e-05,85,,,,
14,,85,0.05783267691731453,0.9429740309715271,0.8851413726806641,
,9.5288939097068e-05,86,,,,
14,,86,0.05925474688410759,0.9386090636253357,0.8793542981147766,
,9.5288939097068e-05,87,,,,
14,,87,0.06896424293518066,0.9434500336647034,0.8744857907295227,
,9.5288939097068e-05,88,,,,
14,,88,0.05617513880133629,0.9306334853172302,0.874458372592926,
,9.5288939097068e-05,89,,,,
14,,89,0.058249425143003464,0.9340232610702515,0.8757738471031189,
14,,89,,,,0.9244256019592285
,9.460482294732424e-05,90,,,,
15,,90,0.05886169895529747,0.9327766299247742,0.8739149570465088,
,9.460482294732424e-05,91,,,,
15,,91,0.05721864104270935,0.9300220012664795,0.8728033304214478,
,9.460482294732424e-05,92,,,,
15,,92,0.05666978657245636,0.9333045482635498,0.8766347765922546,
,9.460482294732424e-05,93,,,,
15,,93,0.05516694486141205,0.9280152916908264,0.8728483319282532,
,9.460482294732424e-05,94,,,,
15,,94,0.054826874285936356,0.9252041578292847,0.8703773021697998,
,9.460482294732424e-05,95,,,,
15,,95,0.06684555858373642,0.937983512878418,0.8711379766464233,
15,,95,,,,0.9158750176429749
,9.387718066217127e-05,96,,,,
16,,96,0.054187528789043427,0.9218684434890747,0.8676809072494507,
,9.387718066217127e-05,97,,,,
16,,97,0.05390607938170433,0.9201282858848572,0.8662222027778625,
,9.387718066217127e-05,98,,,,
16,,98,0.05392690375447273,0.9253401756286621,0.8714132905006409,
,9.387718066217127e-05,99,,,,
16,,99,0.06871743500232697,0.9359491467475891,0.8672317266464233,
,9.387718066217127e-05,100,,,,
16,,100,0.05467706918716431,0.9188672304153442,0.8641901612281799,
,9.387718066217127e-05,101,,,,
16,,101,0.05450399965047836,0.9157099723815918,0.8612059950828552,
16,,101,,,,0.9078345894813538
,9.310673033669524e-05,102,,,,
17,,102,0.053942982107400894,0.9196057915687561,0.8656628131866455,
,9.310673033669524e-05,103,,,,
17,,103,0.053971026092767715,0.913925290107727,0.8599542379379272,
,9.310673033669524e-05,104,,,,
17,,104,0.0525941401720047,0.912564754486084,0.8599706292152405,
,9.310673033669524e-05,105,,,,
17,,105,0.05289198458194733,0.9118340611457825,0.8589420914649963,
,9.310673033669524e-05,106,,,,
17,,106,0.05324516072869301,0.9096118211746216,0.8563666343688965,
,9.310673033669524e-05,107,,,,
17,,107,0.06454665213823318,0.9199950098991394,0.8554483652114868,
17,,107,,,,0.9008205533027649
,9.229423231234978e-05,108,,,,
18,,108,0.05138062313199043,0.9073358178138733,0.855955183506012,
,9.229423231234978e-05,109,,,,
18,,109,0.052661120891571045,0.9085288643836975,0.8558677434921265,
,9.229423231234978e-05,110,,,,
18,,110,0.05105338618159294,0.9041579365730286,0.8531045317649841,
,9.229423231234978e-05,111,,,,
18,,111,0.05321921408176422,0.9066738486289978,0.8534546494483948,
,9.229423231234978e-05,112,,,,
18,,112,0.062066450715065,0.914254903793335,0.8521884679794312,
,9.229423231234978e-05,113,,,,
18,,113,0.05239836871623993,0.9048354625701904,0.8524370789527893,
18,,113,,,,0.8941413760185242
,9.144048842659084e-05,114,,,,
19,,114,0.050967492163181305,0.903855562210083,0.8528880476951599,
,9.144048842659084e-05,115,,,,
19,,115,0.051728490740060806,0.9032527804374695,0.851524293422699,
,9.144048842659084e-05,116,,,,
19,,116,0.05000939220190048,0.8976550102233887,0.84764564037323,
,9.144048842659084e-05,117,,,,
19,,117,0.062095556408166885,0.9085611701011658,0.8464655876159668,
,9.144048842659084e-05,118,,,,
19,,118,0.05181470513343811,0.8967224359512329,0.8449077010154724,
,9.144048842659084e-05,119,,,,
19,,119,0.04865355044603348,0.8921135663986206,0.8434600234031677,
19,,119,,,,0.8871819376945496
,9.054634122155993e-05,120,,,,
20,,120,0.04962046071887016,0.8944351077079773,0.844814658164978,
,9.054634122155993e-05,121,,,,
20,,121,0.04972453787922859,0.8936932682991028,0.8439687490463257,
,9.054634122155993e-05,122,,,,
20,,122,0.060529980808496475,0.9020733833312988,0.8415433764457703,
,9.054634122155993e-05,123,,,,
20,,123,0.04883141815662384,0.8930743932723999,0.8442429900169373,
,9.054634122155993e-05,124,,,,
20,,124,0.04806416481733322,0.8887374401092529,0.8406732678413391,
,9.054634122155993e-05,125,,,,
20,,125,0.0515117309987545,0.8921287655830383,0.8406170606613159,
20,,125,,,,0.8815996050834656
,8.961267311259669e-05,126,,,,
21,,126,0.047663889825344086,0.886391282081604,0.8387274146080017,
,8.961267311259669e-05,127,,,,
21,,127,0.0478636659681797,0.8864258527755737,0.8385621905326843,
,8.961267311259669e-05,128,,,,
21,,128,0.05119593068957329,0.8906141519546509,0.8394182324409485,
,8.961267311259669e-05,129,,,,
21,,129,0.047013189643621445,0.8870545625686646,0.8400413990020752,
,8.961267311259669e-05,130,,,,
21,,130,0.04646153002977371,0.8812569975852966,0.8347954750061035,
,8.961267311259669e-05,131,,,,
21,,131,0.06142115592956543,0.8977289795875549,0.8363078236579895,
21,,131,,,,0.8763955235481262
,8.864040551740159e-05,132,,,,
22,,132,0.0505656823515892,0.88494873046875,0.8343830704689026,
,8.864040551740159e-05,133,,,,
22,,133,0.047247111797332764,0.878265380859375,0.8310182690620422,
,8.864040551740159e-05,134,,,,
22,,134,0.058174267411231995,0.8904317021369934,0.8322574496269226,
,8.864040551740159e-05,135,,,,
22,,135,0.045713089406490326,0.8753102421760559,0.8295971751213074,
,8.864040551740159e-05,136,,,,
22,,136,0.0472663938999176,0.8786529302597046,0.8313865661621094,
,8.864040551740159e-05,137,,,,
22,,137,0.046355124562978745,0.8744890689849854,0.8281339406967163,
22,,137,,,,0.8707295060157776
,8.763049794670778e-05,138,,,,
23,,138,0.04662841930985451,0.8733259439468384,0.8266975283622742,
,8.763049794670778e-05,139,,,,
23,,139,0.04661368578672409,0.8765823841094971,0.8299686908721924,
,8.763049794670778e-05,140,,,,
23,,140,0.045608341693878174,0.8731025457382202,0.827494204044342,
,8.763049794670778e-05,141,,,,
23,,141,0.04671194404363632,0.8729139566421509,0.8262020349502563,
,8.763049794670778e-05,142,,,,
23,,142,0.04667617380619049,0.8741806745529175,0.8275045156478882,
,8.763049794670778e-05,143,,,,
23,,143,0.05692411959171295,0.8819082975387573,0.8249841928482056,
23,,143,,,,0.865886390209198
,8.65839470573599e-05,144,,,,
24,,144,0.046074412763118744,0.8703749179840088,0.8243005275726318,
,8.65839470573599e-05,145,,,,
24,,145,0.05580669641494751,0.8803441524505615,0.824537456035614,
,8.65839470573599e-05,146,,,,
24,,146,0.046116165816783905,0.8714807629585266,0.8253645896911621,
,8.65839470573599e-05,147,,,,
24,,147,0.045670438557863235,0.865757405757904,0.8200869560241699,
,8.65839470573599e-05,148,,,,
24,,148,0.044891949743032455,0.8668917417526245,0.8219997882843018,
,8.65839470573599e-05,149,,,,
24,,149,0.04488778114318848,0.8673049807548523,0.8224171996116638,
24,,149,,,,0.8601479530334473
,8.550178566873413e-05,150,,,,
25,,150,0.05690803378820419,0.8784769773483276,0.8215689659118652,
,8.550178566873413e-05,151,,,,
25,,151,0.042307619005441666,0.8629857897758484,0.820678174495697,
,8.550178566873413e-05,152,,,,
25,,152,0.044131696224212646,0.8653897643089294,0.8212580680847168,
,8.550178566873413e-05,153,,,,
25,,153,0.04421398788690567,0.8636756539344788,0.8194616436958313,
,8.550178566873413e-05,154,,,,
25,,154,0.044711705297231674,0.862795352935791,0.818083643913269,
,8.550178566873413e-05,155,,,,
25,,155,0.04545965790748596,0.8633476495742798,0.8178880214691162,
25,,155,,,,0.8554250597953796
,8.438508174347012e-05,156,,,,
26,,156,0.045448385179042816,0.8611294627189636,0.8156810998916626,
,8.438508174347012e-05,157,,,,
26,,157,0.04396134987473488,0.8600695729255676,0.816108226776123,
,8.438508174347012e-05,158,,,,
26,,158,0.04188724234700203,0.8574512004852295,0.815563976764679,
,8.438508174347012e-05,159,,,,
26,,159,0.04402416944503784,0.8589900135993958,0.8149658441543579,
,8.438508174347012e-05,160,,,,
26,,160,0.04296516254544258,0.8575079441070557,0.8145427703857422,
,8.438508174347012e-05,161,,,,
26,,161,0.05429450049996376,0.8654597401618958,0.8111652135848999,
26,,161,,,,0.8508601188659668
,8.32349373335208e-05,162,,,,
27,,162,0.041926536709070206,0.8548180460929871,0.8128914833068848,
,8.32349373335208e-05,163,,,,
27,,163,0.053866852074861526,0.8657126426696777,0.8118457794189453,
,8.32349373335208e-05,164,,,,
27,,164,0.042489320039749146,0.8551856279373169,0.8126962780952454,
,8.32349373335208e-05,165,,,,
27,,165,0.043983303010463715,0.8581157922744751,0.8141325116157532,
,8.32349373335208e-05,166,,,,
27,,166,0.04301217198371887,0.8522045612335205,0.8091923594474792,
,8.32349373335208e-05,167,,,,
27,,167,0.042176373302936554,0.8537677526473999,0.811591386795044,
27,,167,,,,0.846473217010498
,8.205248749256017e-05,168,,,,
28,,168,0.05542716011404991,0.8645067811012268,0.809079647064209,
,8.205248749256017e-05,169,,,,
28,,169,0.042097512632608414,0.850633978843689,0.8085364699363708,
,8.205248749256017e-05,170,,,,
28,,170,0.04224772751331329,0.8524886965751648,0.8102409839630127,
,8.205248749256017e-05,171,,,,
28,,171,0.041157953441143036,0.8477364778518677,0.806578516960144,
,8.205248749256017e-05,172,,,,
28,,172,0.03988230973482132,0.8456218242645264,0.8057395219802856,
,8.205248749256017e-05,173,,,,
28,,173,0.041648294776678085,0.8480679988861084,0.8064197301864624,
28,,173,,,,0.8425834774971008
,8.083889915582238e-05,174,,,,
29,,174,0.05297520011663437,0.8598119020462036,0.806836724281311,
,8.083889915582238e-05,175,,,,
29,,175,0.04262709990143776,0.8506771922111511,0.8080500960350037,
,8.083889915582238e-05,176,,,,
29,,176,0.041358545422554016,0.8478240370750427,0.8064655065536499,
,8.083889915582238e-05,177,,,,
29,,177,0.04080602899193764,0.8440805077552795,0.8032744526863098,
,8.083889915582238e-05,178,,,,
29,,178,0.03948476165533066,0.8445706963539124,0.8050859570503235,
,8.083889915582238e-05,179,,,,
29,,179,0.04054945334792137,0.8443156480789185,0.8037661910057068,
29,,179,,,,0.8387947678565979
,7.959536998847746e-05,180,,,,
30,,180,0.04053638130426407,0.8451727032661438,0.8046362996101379,
,7.959536998847746e-05,181,,,,
30,,181,0.04280261695384979,0.8468018770217896,0.8039992451667786,
,7.959536998847746e-05,182,,,,
30,,182,0.03846266493201256,0.8431079983711243,0.8046453595161438,
,7.959536998847746e-05,183,,,,
30,,183,0.05215819552540779,0.8514652252197266,0.7993070483207703,
,7.959536998847746e-05,184,,,,
30,,184,0.03847591578960419,0.8394977450370789,0.8010218143463135,
,7.959536998847746e-05,185,,,,
30,,185,0.04077468439936638,0.8417313694953918,0.800956666469574,
30,,185,,,,0.8349988460540771
,7.83231272036805e-05,186,,,,
31,,186,0.03953548148274422,0.842728316783905,0.8031928539276123,
,7.83231272036805e-05,187,,,,
31,,187,0.03976024314761162,0.8422905802726746,0.8025303483009338,
,7.83231272036805e-05,188,,,,
31,,188,0.05049015209078789,0.850471019744873,0.799980878829956,
,7.83231272036805e-05,189,,,,
31,,189,0.04029040411114693,0.8405384421348572,0.8002480268478394,
,7.83231272036805e-05,190,,,,
31,,190,0.03873750567436218,0.8363021612167358,0.797564685344696,
,7.83231272036805e-05,191,,,,
31,,191,0.04010657221078873,0.834869921207428,0.7947633266448975,
31,,191,,,,0.8317580223083496
,7.702342635146036e-05,192,,,,
32,,192,0.03896167129278183,0.8377039432525635,0.7987422943115234,
,7.702342635146036e-05,193,,,,
32,,193,0.03830241039395332,0.8337591290473938,0.7954567074775696,
,7.702342635146036e-05,194,,,,
32,,194,0.03817003220319748,0.8360893726348877,0.7979193329811096,
,7.702342635146036e-05,195,,,,
32,,195,0.0511225201189518,0.8452669382095337,0.7941443920135498,
,7.702342635146036e-05,196,,,,
32,,196,0.03873809054493904,0.8332400918006897,0.7945020198822021,
,7.702342635146036e-05,197,,,,
32,,197,0.03948687016963959,0.8322781920433044,0.7927913069725037,
32,,197,,,,0.8286280035972595
,7.56975500796434e-05,198,,,,
33,,198,0.039663881063461304,0.8326801061630249,0.7930161952972412,
,7.56975500796434e-05,199,,,,
33,,199,0.050646983087062836,0.8437473177909851,0.7931003570556641,
,7.56975500796434e-05,200,,,,
33,,200,0.03751473128795624,0.8326339721679688,0.7951192259788513,
,7.56975500796434e-05,201,,,,
33,,201,0.03631896525621414,0.8272675275802612,0.7909485697746277,
,7.56975500796434e-05,202,,,,
33,,202,0.0371076725423336,0.8293784856796265,0.792270839214325,
,7.56975500796434e-05,203,,,,
33,,203,0.03944480046629906,0.8321601152420044,0.792715311050415,
33,,203,,,,0.8254189491271973
,7.434680686803493e-05,204,,,,
34,,204,0.03789035975933075,0.8305476903915405,0.7926573157310486,
,7.434680686803493e-05,205,,,,
34,,205,0.03915870934724808,0.8302950263023376,0.7911363244056702,
,7.434680686803493e-05,206,,,,
34,,206,0.03720146045088768,0.8302471041679382,0.7930456399917603,
,7.434680686803493e-05,207,,,,
34,,207,0.048366013914346695,0.839699387550354,0.7913333773612976,
,7.434680686803493e-05,208,,,,
34,,208,0.037424780428409576,0.8272644877433777,0.7898396849632263,
,7.434680686803493e-05,209,,,,
34,,209,0.036697257310152054,0.8272613286972046,0.7905640602111816,
34,,209,,,,0.8224647641181946
,7.297252973710759e-05,210,,,,
35,,210,0.03741142526268959,0.8280147314071655,0.7906032800674438,
,7.297252973710759e-05,211,,,,
35,,211,0.03724709898233414,0.8247395753860474,0.7874924540519714,
,7.297252973710759e-05,212,,,,
35,,212,0.03851185739040375,0.8281219601631165,0.7896100878715515,
,7.297252973710759e-05,213,,,,
35,,213,0.03642391413450241,0.823064386844635,0.786640465259552,
,7.297252973710759e-05,214,,,,
35,,214,0.03503432497382164,0.8207781910896301,0.7857438921928406,
,7.297252973710759e-05,215,,,,
35,,215,0.04853227734565735,0.8358254432678223,0.7872931957244873,
35,,215,,,,0.8192848563194275
,7.157607493247112e-05,216,,,,
36,,216,0.03785141184926033,0.8220794796943665,0.7842280864715576,
,7.157607493247112e-05,217,,,,
36,,217,0.036441508680582047,0.8228991627693176,0.7864576578140259,
,7.157607493247112e-05,218,,,,
36,,218,0.034292079508304596,0.8190611600875854,0.7847690582275391,
,7.157607493247112e-05,219,,,,
36,,219,0.04744172841310501,0.8340008854866028,0.7865591645240784,
,7.157607493247112e-05,220,,,,
36,,220,0.03469615429639816,0.8206122517585754,0.7859160900115967,
,7.157607493247112e-05,221,,,,
36,,221,0.03893940523266792,0.8236689567565918,0.784729540348053,
36,,221,,,,0.8170249462127686
,7.015882058642166e-05,222,,,,
37,,222,0.03698176145553589,0.8199548721313477,0.7829731106758118,
,7.015882058642166e-05,223,,,,
37,,223,0.04814283922314644,0.8311631679534912,0.7830203175544739,
,7.015882058642166e-05,224,,,,
37,,224,0.035630714148283005,0.8213788270950317,0.7857481241226196,
,7.015882058642166e-05,225,,,,
37,,225,0.03459659591317177,0.8169602155685425,0.7823635935783386,
,7.015882058642166e-05,226,,,,
37,,226,0.03640095144510269,0.8199399709701538,0.7835389971733093,
,7.015882058642166e-05,227,,,,
37,,227,0.034415435045957565,0.8175198435783386,0.783104419708252,
37,,227,,,,0.8140377998352051
,6.87221653578916e-05,228,,,,
38,,228,0.0340484194457531,0.8111174702644348,0.7770690321922302,
,6.87221653578916e-05,229,,,,
38,,229,0.034972358494997025,0.8149212598800659,0.779948890209198,
,6.87221653578916e-05,230,,,,
38,,230,0.04992344230413437,0.8309587240219116,0.781035304069519,
,6.87221653578916e-05,231,,,,
38,,231,0.034516822546720505,0.8139681816101074,0.7794513702392578,
,6.87221653578916e-05,232,,,,
38,,232,0.03402628004550934,0.8140575289726257,0.7800312638282776,
,6.87221653578916e-05,233,,,,
38,,233,0.035296812653541565,0.8174026608467102,0.7821058630943298,
38,,233,,,,0.8115086555480957
,6.726752705214197e-05,234,,,,
39,,234,0.048910003155469894,0.8310641646385193,0.7821541428565979,
,6.726752705214197e-05,235,,,,
39,,235,0.03405328467488289,0.8145448565483093,0.7804915904998779,
,6.726752705214197e-05,236,,,,
39,,236,0.03415999561548233,0.8142728805541992,0.7801128625869751,
,6.726752705214197e-05,237,,,,
39,,237,0.033940672874450684,0.8141776323318481,0.7802369594573975,
,6.726752705214197e-05,238,,,,
39,,238,0.03561790660023689,0.8148190379142761,0.7792011499404907,
,6.726752705214197e-05,239,,,,
39,,239,0.03308730199933052,0.8102408051490784,0.777153491973877,
39,,239,,,,0.8091462254524231
,6.579634122155994e-05,240,,,,
40,,240,0.035402849316596985,0.8142528533935547,0.7788500189781189,
,6.579634122155994e-05,241,,,,
40,,241,0.035581059753894806,0.8144147396087646,0.7788336873054504,
,6.579634122155994e-05,242,,,,
40,,242,0.03349482640624046,0.8113090991973877,0.7778142690658569,
,6.579634122155994e-05,243,,,,
40,,243,0.03376425802707672,0.8129667639732361,0.7792025208473206,
,6.579634122155994e-05,244,,,,
40,,244,0.04502375051379204,0.8214541673660278,0.7764304280281067,
,6.579634122155994e-05,245,,,,
40,,245,0.03340037167072296,0.8114824891090393,0.7780821323394775,
40,,245,,,,0.8069415092468262
,6.431005974894189e-05,246,,,,
41,,246,0.03441373258829117,0.8118909597396851,0.7774772047996521,
,6.431005974894189e-05,247,,,,
41,,247,0.0325641892850399,0.8075494170188904,0.7749852538108826,
,6.431005974894189e-05,248,,,,
41,,248,0.033496830612421036,0.8095916509628296,0.7760947942733765,
,6.431005974894189e-05,249,,,,
41,,249,0.04532158002257347,0.8211221098899841,0.7758005261421204,
,6.431005974894189e-05,250,,,,
41,,250,0.035369981080293655,0.8084111213684082,0.7730411291122437,
,6.431005974894189e-05,251,,,,
41,,251,0.0325109101831913,0.8066064119338989,0.7740954756736755,
41,,251,,,,0.8048178553581238
,6.281014941466034e-05,252,,,,
42,,252,0.03319701924920082,0.808229923248291,0.7750328779220581,
,6.281014941466034e-05,253,,,,
42,,253,0.03397661820054054,0.8085154294967651,0.7745388150215149,
,6.281014941466034e-05,254,,,,
42,,254,0.033846743404865265,0.8081421852111816,0.774295449256897,
,6.281014941466034e-05,255,,,,
42,,255,0.03195991739630699,0.8060389757156372,0.7740790843963623,
,6.281014941466034e-05,256,,,,
42,,256,0.032346680760383606,0.8060265779495239,0.7736799120903015,
,6.281014941466034e-05,257,,,,
42,,257,0.04565709829330444,0.8209247589111328,0.7752676606178284,
42,,257,,,,0.8028464913368225
,6.12980904491289e-05,258,,,,
43,,258,0.033351849764585495,0.8046127557754517,0.7712609171867371,
,6.12980904491289e-05,259,,,,
43,,259,0.031918805092573166,0.8045249581336975,0.7726061344146729,
,6.12980904491289e-05,260,,,,
43,,260,0.03320946544408798,0.8054862022399902,0.772276759147644,
