epoch,lr-Adam,step,train_edge_loss,train_loss,train_node_loss,val_edge_loss,val_loss,val_node_loss
,0.0001,0,,,,,,
0,,0,0.19131405651569366,2.582228660583496,2.3909146785736084,,,
0,,1,0.11225202679634094,2.454455614089966,2.3422036170959473,,,
0,,2,0.08013095706701279,2.3846209049224854,2.304489850997925,,,
0,,2,,,,1.0000005659094313e-06,2.281846761703491,2.281845808029175
,9.997557473810373e-05,3,,,,,,
1,,3,0.19186389446258545,2.4727344512939453,2.2808706760406494,,,
1,,4,0.12278635054826736,2.3902742862701416,2.2674880027770996,,,
1,,5,0.056299205869436264,2.321528434753418,2.2652292251586914,,,
1,,5,,,,1.0000005659094313e-06,2.2679057121276855,2.267904758453369
,9.990232305719946e-05,6,,,,,,
2,,6,0.08721140772104263,2.3547778129577637,2.267566442489624,,,
2,,7,0.1728675663471222,2.44655704498291,2.2736895084381104,,,
2,,8,0.16544173657894135,2.4373385906219482,2.2718968391418457,,,
2,,8,,,,1.0000005659094313e-06,2.276283025741577,2.2762820720672607
,9.978031724785248e-05,9,,,,,,
3,,9,0.17735761404037476,2.453962564468384,2.2766048908233643,,,
3,,10,0.0645885020494461,2.3382198810577393,2.2736313343048096,,,
3,,11,0.20170743763446808,2.4883270263671875,2.2866196632385254,,,
3,,11,,,,1.0000005659094313e-06,2.272695541381836,2.2726945877075195
,9.960967771506668e-05,12,,,,,,
4,,12,0.13470222055912018,2.408592700958252,2.273890495300293,,,
4,,13,0.1331479698419571,2.4032905101776123,2.2701425552368164,,,
4,,14,0.14989928901195526,2.420802593231201,2.2709033489227295,,,
4,,14,,,,1.0000005659094313e-06,2.2688584327697754,2.268857717514038
,9.939057285945934e-05,15,,,,,,
5,,15,0.12036863714456558,2.3853280544281006,2.2649593353271484,,,
5,,16,0.12658560276031494,2.394716262817383,2.2681305408477783,,,
5,,17,0.19169119000434875,2.459764242172241,2.268073081970215,,,
5,,17,,,,1.0000005659094313e-06,2.2643303871154785,2.264329195022583
,9.912321891107012e-05,18,,,,,,
6,,18,0.16699598729610443,2.431844472885132,2.264848470687866,,,
6,,19,0.14126460254192352,2.4109106063842773,2.269645929336548,,,
6,,20,0.06907854974269867,2.338782787322998,2.2697043418884277,,,
6,,20,,,,1.0000005659094313e-06,2.26440691947937,2.2644059658050537
,9.880787971596802e-05,21,,,,,,
7,,21,0.09014720469713211,2.358807325363159,2.268660068511963,,,
7,,22,0.1735583394765854,2.441344738006592,2.2677865028381348,,,
7,,23,0.1581885665655136,2.4233319759368896,2.265143394470215,,,
7,,23,,,,1.0000005659094313e-06,2.2623016834259033,2.262300491333008
,9.844486647586726e-05,24,,,,,,
8,,24,0.12330444157123566,2.3869612216949463,2.2636568546295166,,,
8,,25,0.15542550384998322,2.419170379638672,2.263744831085205,,,
8,,26,0.12813985347747803,2.3894224166870117,2.261282444000244,,,
8,,26,,,,1.0000005659094313e-06,2.2624099254608154,2.262409210205078
,9.80345374410087e-05,27,,,,,,
9,,27,0.172176793217659,2.4356563091278076,2.263479471206665,,,
9,,28,0.1706225574016571,2.4308340549468994,2.26021146774292,,,
9,,29,1.0000003385357559e-06,2.263608455657959,2.2636075019836426,,,
9,,29,,,,1.0000005659094313e-06,2.2639214992523193,2.263920545578003
,9.757729755661012e-05,30,,,,,,
10,,30,0.08703871816396713,2.3524436950683594,2.2654049396514893,,,
10,,31,0.16285133361816406,2.4299206733703613,2.2670693397521973,,,
10,,32,0.1858195960521698,2.456233263015747,2.270413637161255,,,
10,,32,,,,1.0000005659094313e-06,2.2621541023254395,2.262152910232544
,9.707359806323419e-05,33,,,,,,
11,,33,0.13522030413150787,2.4002511501312256,2.265030860900879,,,
11,,34,0.12313173711299896,2.3874354362487793,2.264303684234619,,,
11,,35,0.16889560222625732,2.431694507598877,2.26279878616333,,,
11,,35,,,,1.0000005659094313e-06,2.2634739875793457,2.26347279548645
,9.652393605146847e-05,36,,,,,,
12,,36,0.1051715761423111,2.3714728355407715,2.266301155090332,,,
12,,37,0.1977354884147644,2.462676763534546,2.2649412155151367,,,
12,,38,0.07978557050228119,2.342780828475952,2.2629952430725098,,,
12,,38,,,,1.0000005659094313e-06,2.2617149353027344,2.261714220046997
,9.592885397135708e-05,39,,,,,,
13,,39,0.1442003846168518,2.409528970718384,2.2653286457061768,,,
13,,40,0.14989927411079407,2.413313627243042,2.2634143829345703,,,
13,,41,0.09740034490823746,2.357363700866699,2.259963274002075,,,
13,,41,,,,1.0000005659094313e-06,2.2618372440338135,2.261836290359497
,9.5288939097068e-05,42,,,,,,
14,,42,0.16457827389240265,2.426191568374634,2.261613368988037,,,
14,,43,0.08859295397996902,2.349513053894043,2.2609200477600098,,,
14,,44,0.17925724387168884,2.4378907680511475,2.258633613586426,,,
14,,44,,,,1.0000005659094313e-06,2.261108160018921,2.2611072063446045
,9.460482294732424e-05,45,,,,,,
